street_name,chars
אל-וסטאני,א ל - ו ס ט א נ י
אבנר מאיר שד,א ב נ ר   מ א י ר   ש ד
ממילא,מ מ י ל א
גן העצמאות,ג ן   ה ע צ מ א ו ת
"צעירי חב""ד","צ ע י ר י   ח ב "" ד"
יבנה שכון,י ב נ ה   ש כ ו ן
בורוכוב שד,ב ו ר ו כ ו ב   ש ד
עזרא איכלוב,ע ז ר א   א י כ ל ו ב
"יסמין ר""א","י ס מ י ן   ר "" א"
ההגדה,ה ה ג ד ה
אל קצאיל,א ל   ק צ א י ל
מדרש פנחס,מ ד ר ש   פ נ ח ס
שכ מעוטים,ש כ   מ ע ו ט י ם
עמיחי פגלין,ע מ י ח י   פ ג ל י ן
קרואנים,ק ר ו א נ י ם
האימאם אלחנבלי,ה א י מ א ם   א ל ח נ ב ל י
חאלת אל -דיר,ח א ל ת   א ל   - ד י ר
שלומציון המלכה,ש ל ו מ צ י ו ן   ה מ ל כ ה
נחל עמוד שמורה,נ ח ל   ע מ ו ד   ש מ ו ר ה
מ בויאר ב ו,מ   ב ו י א ר   ב   ו
גב המורה ג,ג ב   ה מ ו ר ה   ג
מגל סמ,מ ג ל   ס מ
הערבות,ה ע ר ב ו ת
אריג,א ר י ג
מבוא היערה,מ ב ו א   ה י ע ר ה
הלשם,ה ל ש ם
"רי""ז","ר י "" ז"
משעול מישמש,מ ש ע ו ל   מ י ש מ ש
סמטת במעלה,ס מ ט ת   ב מ ע ל ה
יוסף גינזבורג,י ו ס ף   ג י נ ז ב ו ר ג
ואדי שיאח,ו א ד י   ש י א ח
בן עטר חיים,ב ן   ע ט ר   ח י י ם
רבי אלעזר המודעי,ר ב י   א ל ע ז ר   ה מ ו ד ע י
סלמי אל פרסי,ס ל מ י   א ל   פ ר ס י
נוה יהושוע,נ ו ה   י ה ו ש ו ע
שכ אלקוס'יבה,ש כ   א ל ק ו ס ' י ב ה
ורניק ישראל,ו ר נ י ק   י ש ר א ל
קוצר,ק ו צ ר
ש הפומז ו,ש   ה פ ו מ ז   ו
סאיה,ס א י ה
ספיח,ס פ י ח
חגאי,ח ג א י
חוות מרישה,ח ו ו ת   מ ר י ש ה
ברוך הירש,ב ר ו ך   ה י ר ש
סימנטוב יעקב,ס י מ נ ט ו ב   י ע ק ב
דוד שמחי,ד ו ד   ש מ ח י
אחד העם סלמה,א ח ד   ה ע ם   ס ל מ ה
גבעת הזית,ג ב ע ת   ה ז י ת
שכ אל קלעה,ש כ   א ל   ק ל ע ה
נריה צבי,נ ר י ה   צ ב י
"הגליל מ""ר","ה ג ל י ל   מ "" ר"
שכ גבעת הברכה,ש כ   ג ב ע ת   ה ב ר כ ה
דרך השעורה,ד ר ך   ה ש ע ו ר ה
"דרך קק""ל","ד ר ך   ק ק "" ל"
יוסי רב,י ו ס י   ר ב
יאיר הגלעדי,י א י ר   ה ג ל ע ד י
נווה מונסון,נ ו ו ה   מ ו נ ס ו ן
חבצלת הנגב,ח ב צ ל ת   ה נ ג ב
ככר הפרחים,כ כ ר   ה פ ר ח י ם
קדימה ב קפלן,ק ד י מ ה   ב   ק פ ל ן
"ד""ר קרפל","ד "" ר   ק ר פ ל"
כתראן יוסף,כ ת ר א ן   י ו ס ף
מנשה הבילויי,מ נ ש ה   ה ב י ל ו י י
דליה,ד ל י ה
יהושע משורר,י ה ו ש ע   מ ש ו ר ר
ל אפשטין,ל   א פ ש ט י ן
קרפה,ק ר פ ה
אל-רמאן,א ל - ר מ א ן
טבצניק,ט ב צ נ י ק
בן,ב ן
קרית העמל,ק ר י ת   ה ע מ ל
שד התשעים ושלוש,ש ד   ה ת ש ע י ם   ו ש ל ו ש
"רידב""ז","ר י ד ב "" ז"
ידידה,י ד י ד ה
נחושתן סמטה,נ ח ו ש ת ן   ס מ ט ה
עיט,ע י ט
שכ מחניים,ש כ   מ ח נ י י ם
אל מנג'ל,א ל   מ נ ג ' ל
דנין אהרון,ד נ י ן   א ה ר ו ן
השריונאי,ה ש ר י ו נ א י
ויצו סמ,ו י צ ו   ס מ
הפלפלון,ה פ ל פ ל ו ן
שאול עמור,ש א ו ל   ע מ ו ר
אל-ספאא,א ל - ס פ א א
אלמלכ אלמועט'ם עיסא,א ל מ ל כ   א ל מ ו ע ט ' ם   ע י ס א
נתיב השלבים,נ ת י ב   ה ש ל ב י ם
זליגמן,ז ל י ג מ ן
ש פ גדוד חדש,ש   פ   ג ד ו ד   ח ד ש
דרך האבות,ד ר ך   ה א ב ו ת
התמרים סמטה,ה ת מ ר י ם   ס מ ט ה
אבו עאבד,א ב ו   ע א ב ד
אושחה מפ,א ו ש ח ה   מ פ
רון סמ,ר ו ן   ס מ
קהלת יהדות צרפת,ק ה ל ת   י ה ד ו ת   צ ר פ ת
ההגה,ה ה ג ה
קפלן,ק פ ל ן
הפועל הצעיר,ה פ ו ע ל   ה צ ע י ר
משעול השוהם,מ ש ע ו ל   ה ש ו ה ם
גולק,ג ו ל ק
רחמים בוקרה,ר ח מ י ם   ב ו ק ר ה
משעול טרנסניסטרה,מ ש ע ו ל   ט ר נ ס נ י ס ט ר ה
נבון גד,נ ב ו ן   ג ד
אנונה,א נ ו נ ה
הרבבסקי סמ,ה ר ב ב ס ק י   ס מ
"זק""ס אפרים","ז ק "" ס   א פ ר י ם"
אנריקה פברגט,א נ ר י ק ה   פ ב ר ג ט
ראמים סמ,ר א מ י ם   ס מ
הנביא שמואל,ה נ ב י א   ש מ ו א ל
בן עזר מינה,ב ן   ע ז ר   מ י נ ה
אל מקאטע,א ל   מ ק א ט ע
לונץ משה,ל ו נ ץ   מ ש ה
אל מלך פייסל,א ל   מ ל ך   פ י י ס ל
פרי הגפן,פ ר י   ה ג פ ן
בני.וו.רייך,ב נ י . ו ו . ר י י ך
שערי צדק שכ,ש ע ר י   צ ד ק   ש כ
ברויאר יצחק,ב ר ו י א ר   י צ ח ק
עירית תא,ע י ר י ת   ת א
אבן אל את'יר,א ב ן   א ל   א ת ' י ר
ש כהן ג,ש   כ ה ן   ג
מולר מד,מ ו ל ר   מ ד
ג'דידה מכר,ג ' ד י ד ה   מ כ ר
יהושע בן פרחיה,י ה ו ש ע   ב ן   פ ר ח י ה
מרכז פרץ סנטר,מ ר כ ז   פ ר ץ   ס נ ט ר
ש עלומים צר,ש   ע ל ו מ י ם   צ ר
כנרת קבוצה,כ נ ר ת   ק ב ו צ ה
אל אחסאן,א ל   א ח ס א ן
ש חסכן ת חנן,ש   ח ס כ ן   ת   ח נ ן
ככר מהלר גוסטב,כ כ ר   מ ה ל ר   ג ו ס ט ב
פן אלכסנדר,פ ן   א ל כ ס נ ד ר
חליל ג'ובראן,ח ל י ל   ג ' ו ב ר א ן
ככר אמסלם שלום,כ כ ר   א מ ס ל ם   ש ל ו ם
הדסה  קנדי,ה ד ס ה     ק נ ד י
שכ אלביר אלשמאלי,ש כ   א ל ב י ר   א ל ש מ א ל י
כיכר שמאלי אליעזר,כ י כ ר   ש מ א ל י   א ל י ע ז ר
הימיה,ה י מ י ה
שכ זמורה,ש כ   ז מ ו ר ה
אלתר רחל,א ל ת ר   ר ח ל
החצר,ה ח צ ר
גמיל דוד,ג מ י ל   ד ו ד
סימון יוליוס,ס י מ ו ן   י ו ל י ו ס
מני עזרא,מ נ י   ע ז ר א
פלורנטין דוד,פ ל ו ר נ ט י ן   ד ו ד
"סמ הרש""ש","ס מ   ה ר ש "" ש"
רבי מאיר,ר ב י   מ א י ר
שושנת עמקים עמידר,ש ו ש נ ת   ע מ ק י ם   ע מ י ד ר
אל-מחגר אל-גרבי,א ל - מ ח ג ר   א ל - ג ר ב י
גשר חיים,ג ש ר   ח י י ם
יער אלונים,י ע ר   א ל ו נ י ם
מרד גטו ורשה,מ ר ד   ג ט ו   ו ר ש ה
המעפיל,ה מ ע פ י ל
הדר יוסף ב,ה ד ר   י ו ס ף   ב
"יל""ג דרומית","י ל "" ג   ד ר ו מ י ת"
הלגונה,ה ל ג ו נ ה
שדרות גב מרדכי,ש ד ר ו ת   ג ב   מ ר ד כ י
השופט ברנדיס,ה ש ו פ ט   ב ר נ ד י ס
ברקנית,ב ר ק נ י ת
ש עממי ח חי,ש   ע מ מ י   ח   ח י
בית אבות שי,ב י ת   א ב ו ת   ש י
דרך אודם,ד ר ך   א ו ד ם
אלעזר קליין,א ל ע ז ר   ק ל י י ן
פריגן,פ ר י ג ן
"הכלנית סמ ג""י","ה כ ל נ י ת   ס מ   ג "" י"
פרופ' פיאמנטה משה,פ ר ו פ '   פ י א מ נ ט ה   מ ש ה
עין וורדה,ע י ן   ו ו ר ד ה
אגוז,א ג ו ז
אל מהדי,א ל   מ ה ד י
לוף ארץ ישראלי,ל ו ף   א ר ץ   י ש ר א ל י
כפר סמיע,כ פ ר   ס מ י ע
ראבד סמטה,ר א ב ד   ס מ ט ה
קציעות,ק צ י ע ו ת
מיתר מכבים רעות,מ י ת ר   מ כ ב י ם   ר ע ו ת
פלזה מלון,פ ל ז ה   מ ל ו ן
בית השטה,ב י ת   ה ש ט ה
שביל נרקיס,ש ב י ל   נ ר ק י ס
נחל שורק,נ ח ל   ש ו ר ק
אל סד,א ל   ס ד
שמעון פרוג,ש מ ע ו ן   פ ר ו ג
בן עזר אחים,ב ן   ע ז ר   א ח י ם
הרב חזקיה שבתאי,ה ר ב   ח ז ק י ה   ש ב ת א י
"ד""ר קוך","ד "" ר   ק ו ך"
דוד סניור,ד ו ד   ס נ י ו ר
ואדי אלמשתא,ו א ד י   א ל מ ש ת א
ראובן מנשה רביע,ר א ו ב ן   מ נ ש ה   ר ב י ע
ש מפונים ליפ,ש   מ פ ו נ י ם   ל י פ
שד הכרמל,ש ד   ה כ ר מ ל
ואדי גוז ש י,ו א ד י   ג ו ז   ש   י
פיס דוד,פ י ס   ד ו ד
אום טובה,א ו ם   ט ו ב ה
שכ עין אלסת,ש כ   ע י ן   א ל ס ת
אלמסק,א ל מ ס ק
ארזי הלבנון,א ר ז י   ה ל ב נ ו ן
העמקים,ה ע מ ק י ם
זהבי שמעון,ז ה ב י   ש מ ע ו ן
רחבת רוסי,ר ח ב ת   ר ו ס י
כיכר צפניה,כ י כ ר   צ פ נ י ה
צור צור יגאל,צ ו ר   צ ו ר   י ג א ל
אל-אסראא,א ל - א ס ר א א
אל נרג'יס,א ל   נ ר ג ' י ס
בריכת המים,ב ר י כ ת   ה מ י ם
תלם,ת ל ם
ככר גורדון אורי,כ כ ר   ג ו ר ד ו ן   א ו ר י
רח לג כ שלם,ר ח   ל ג   כ   ש ל ם
רבינדר טאגור,ר ב י נ ד ר   ט א ג ו ר
שד בו אבי,ש ד   ב ו   א ב י
פרנקפורטר דוד,פ ר נ ק פ ו ר ט ר   ד ו ד
גן לאומי הקסטל,ג ן   ל א ו מ י   ה ק ס ט ל
האקליפטוס,ה א ק ל י פ ט ו ס
הרב כלף,ה ר ב   כ ל ף
שולמן,ש ו ל מ ן
ש התקוה,ש   ה ת ק ו ה
משעול רוגן,מ ש ע ו ל   ר ו ג ן
שכ אלחלאיל,ש כ   א ל ח ל א י ל
לוחמי גלפולי,ל ו ח מ י   ג ל פ ו ל י
ק ים,ק   י ם
"א""י השלמה","א "" י   ה ש ל מ ה"
מעבדה לביולוגיה,מ ע ב ד ה   ל ב י ו ל ו ג י ה
משעול הרב מלמד שלמה,מ ש ע ו ל   ה ר ב   מ ל מ ד   ש ל מ ה
פרי מגדים,פ ר י   מ ג ד י ם
מזרחי מרים,מ ז ר ח י   מ ר י ם
נוף חפר,נ ו ף   ח פ ר
גלרנטר מנחם,ג ל ר נ ט ר   מ נ ח ם
יהושע ברטונוב,י ה ו ש ע   ב ר ט ו נ ו ב
עבד אללה מוסטפה,ע ב ד   א ל ל ה   מ ו ס ט פ ה
בורג' אל חמאם,ב ו ר ג '   א ל   ח מ א ם
שרגא סגל ככר,ש ר ג א   ס ג ל   כ כ ר
גיתה,ג י ת ה
מבוא הכפר,מ ב ו א   ה כ פ ר
אל-זנגביל,א ל - ז נ ג ב י ל
כבת אלעג'וז,כ ב ת   א ל ע ג ' ו ז
סמטה פלונית,ס מ ט ה   פ ל ו נ י ת
עאצלה,ע א צ ל ה
עלי אלעבד,ע ל י   א ל ע ב ד
טום לנטוס,ט ו ם   ל נ ט ו ס
גני טל,ג נ י   ט ל
מלון יהלום,מ ל ו ן   י ה ל ו ם
שדה צבי,ש ד ה   צ ב י
אלג'אחט',א ל ג ' א ח ט '
הרב יהודה עמיטל,ה ר ב   י ה ו ד ה   ע מ י ט ל
משעול הרב שלמה מדר,מ ש ע ו ל   ה ר ב   ש ל מ ה   מ ד ר
ערוס אל תרקמאן,ע ר ו ס   א ל   ת ר ק מ א ן
קאץ יצחק,ק א ץ   י צ ח ק
בורנשטיין חיים,ב ו ר נ ש ט י י ן   ח י י ם
נתיב האורנים,נ ת י ב   ה א ו ר נ י ם
טל ומטר,ט ל   ו מ ט ר
הכפר הירוק,ה כ פ ר   ה י ר ו ק
"ככר חב""ד","כ כ ר   ח ב "" ד"
מעלה השקד,מ ע ל ה   ה ש ק ד
חוות שדה בר,ח ו ו ת   ש ד ה   ב ר
מקור החסידה,מ ק ו ר   ה ח ס י ד ה
ע'גר,ע ' ג ר
כיכר נץ,כ י כ ר   נ ץ
נצנים כפר הנוער,נ צ נ י ם   כ פ ר   ה נ ו ע ר
אלארד,א ל א ר ד
כפר רוזנולד,כ פ ר   ר ו ז נ ו ל ד
אל קרקס,א ל   ק ר ק ס
שכ גב שאול א,ש כ   ג ב   ש א ו ל   א
גבעת ושינגטון,ג ב ע ת   ו ש י נ ג ט ו ן
כ סקיה,כ   ס ק י ה
סמ ראשית חכמה,ס מ   ר א ש י ת   ח כ מ ה
משמורת,מ ש מ ו ר ת
אלמוגן,א ל מ ו ג ן
טירת כרמל,ט י ר ת   כ ר מ ל
אזוביר בן אלעואם,א ז ו ב י ר   ב ן   א ל ע ו א ם
לבון פנחס,ל ב ו ן   פ נ ח ס
חניון אשקלו,ח נ י ו ן   א ש ק ל ו
ז'ק הלוי,ז ' ק   ה ל ו י
ש ארע ק נחום,ש   א ר ע   ק   נ ח ו ם
סמ הציפורנים,ס מ   ה צ י פ ו ר נ י ם
אטון בן ציון,א ט ו ן   ב ן   צ י ו ן
רבי בנימין מינץ,ר ב י   ב נ י מ י ן   מ י נ ץ
שד דיין משה,ש ד   ד י י ן   מ ש ה
האמאם שאפעי,ה א מ א ם   ש א פ ע י
עפרה מוזס,ע פ ר ה   מ ו ז ס
ריטה מונטלציני,ר י ט ה   מ ו נ ט ל צ י נ י
מאקורה,מ א ק ו ר ה
משה סמ,מ ש ה   ס מ
שכ מבוא שקד,ש כ   מ ב ו א   ש ק ד
קרית אליעזר,ק ר י ת   א ל י ע ז ר
דרך רגבים,ד ר ך   ר ג ב י ם
תנחום,ת נ ח ו ם
ככר יהודה,כ כ ר   י ה ו ד ה
ש הוילות,ש   ה ו י ל ו ת
קטמון עמידר,ק ט מ ו ן   ע מ י ד ר
משה גושן,מ ש ה   ג ו ש ן
אל ד'הר,א ל   ד ' ה ר
הר יהל,ה ר   י ה ל
נתיב האמוראים,נ ת י ב   ה א מ ו ר א י ם
אל חליל,א ל   ח ל י ל
אלמחאפר,א ל מ ח א פ ר
משה פריבס,מ ש ה   פ ר י ב ס
אל-מעסרה,א ל - מ ע ס ר ה
מלון פלטין,מ ל ו ן   פ ל ט י ן
החלוץ מד,ה ח ל ו ץ   מ ד
ש ערוני ג,ש   ע ר ו נ י   ג
ככר שושנה,כ כ ר   ש ו ש נ ה
שד' אגם כנרת,ש ד '   א ג ם   כ נ ר ת
שלום עליהם,ש ל ו ם   ע ל י ה ם
ש מכון ויצמן,ש   מ כ ו ן   ו י צ מ ן
ירושלים פנימיה,י ר ו ש ל י ם   פ נ י מ י ה
קיצנית,ק י צ נ י ת
ש גב עמל,ש   ג ב   ע מ ל
גדי,ג ד י
ש נווה אשכול,ש   נ ו ו ה   א ש כ ו ל
השקד רחבת,ה ש ק ד   ר ח ב ת
בזלת צור יגאל,ב ז ל ת   צ ו ר   י ג א ל
דרך הגלעד,ד ר ך   ה ג ל ע ד
סמ הגלים,ס מ   ה ג ל י ם
פגה ש ותיקים,פ ג ה   ש   ו ת י ק י ם
אברהם בומה  שביט,א ב ר ה ם   ב ו מ ה     ש ב י ט
מד צדיק צמח,מ ד   צ ד י ק   צ מ ח
אל תקוא,א ל   ת ק ו א
נצח,נ צ ח
יוסף ספיר,י ו ס ף   ס פ י ר
רחבת גונן,ר ח ב ת   ג ו נ ן
איכסאל,א י כ ס א ל
צנעני אברהם,צ נ ע נ י   א ב ר ה ם
בן יוסף אהרון,ב ן   י ו ס ף   א ה ר ו ן
ש הפועלים א,ש   ה פ ו ע ל י ם   א
המהנדס,ה מ ה נ ד ס
הרב שמחה אסף,ה ר ב   ש מ ח ה   א ס ף
דרך הצפורים,ד ר ך   ה צ פ ו ר י ם
אל-סלאסל,א ל - ס ל א ס ל
אל גזירה,א ל   ג ז י ר ה
ואדי אל נסור,ו א ד י   א ל   נ ס ו ר
דיקר שמשון,ד י ק ר   ש מ ש ו ן
ש חסכון תל חנן,ש   ח ס כ ו ן   ת ל   ח נ ן
הדסים,ה ד ס י ם
אל-עררה,א ל - ע ר ר ה
חיים טמסות,ח י י ם   ט מ ס ו ת
אל טברי,א ל   ט ב ר י
הגלימה,ה ג ל י מ ה
שכונת ג'למה,ש כ ו נ ת   ג ' ל מ ה
קרית ישראל,ק ר י ת   י ש ר א ל
שד גולומב,ש ד   ג ו ל ו מ ב
ככר ארן זלמן,כ כ ר   א ר ן   ז ל מ ן
דיר מוארנה,ד י ר   מ ו א ר נ ה
אשת חיל,א ש ת   ח י ל
אבו דנן,א ב ו   ד נ ן
שקיב ארסלאן,ש ק י ב   א ר ס ל א ן
אלאבדאע,א ל א ב ד א ע
ככר מקהלות,כ כ ר   מ ק ה ל ו ת
ויסברוד חיים,ו י ס ב ר ו ד   ח י י ם
אל-גדוע אל-עלוי,א ל - ג ד ו ע   א ל - ע ל ו י
שדה תעופה,ש ד ה   ת ע ו פ ה
שטיין,ש ט י י ן
עמור,ע מ ו ר
הידידים,ה י ד י ד י ם
יקנעם,י ק נ ע ם
אל טוגראי סמטה,א ל   ט ו ג ר א י   ס מ ט ה
רשיש חדווה,ר ש י ש   ח ד ו ו ה
קרליבך,ק ר ל י ב ך
מבצע ברוש,מ ב צ ע   ב ר ו ש
בנבנישתי דוד,ב נ ב נ י ש ת י   ד ו ד
רפאל קלצקין,ר פ א ל   ק ל צ ק י ן
פרופס אהרון,פ ר ו פ ס   א ה ר ו ן
אל-ג'מאל,א ל - ג ' מ א ל
כצנלסון ברל,כ צ נ ל ס ו ן   ב ר ל
מסקט,מ ס ק ט
מלון ארגמן,מ ל ו ן   א ר ג מ ן
אשרי יהודה,א ש ר י   י ה ו ד ה
פייס דוד,פ י י ס   ד ו ד
"הדקל מ""ר","ה ד ק ל   מ "" ר"
סמ הניצנים,ס מ   ה נ י צ נ י ם
גריק פטריאכט,ג ר י ק   פ ט ר י א כ ט
"אדלר יש""י וברכה","א ד ל ר   י ש "" י   ו ב ר כ ה"
גן יבנה מוסד,ג ן   י ב נ ה   מ ו ס ד
לטריס,ל ט ר י ס
הונא,ה ו נ א
משעול הגדוד העברי,מ ש ע ו ל   ה ג ד ו ד   ה ע ב ר י
ש פועלי נצרת,ש   פ ו ע ל י   נ צ ר ת
סיתונית,ס י ת ו נ י ת
אל-תייאסיר,א ל - ת י י א ס י ר
לנר דן,ל נ ר   ד ן
חצרות יוסף,ח צ ר ו ת   י ו ס ף
סמ הכלניות,ס מ   ה כ ל נ י ו ת
"נעמ""ה","נ ע מ "" ה"
ש ישגב,ש   י ש ג ב
סמ השדה,ס מ   ה ש ד ה
אחד העם סמטה,א ח ד   ה ע ם   ס מ ט ה
א ל זיסו,א   ל   ז י ס ו
אל גזאר,א ל   ג ז א ר
ש עזרא א,ש   ע ז ר א   א
התשט,ה ת ש ט
פישמן עדה,פ י ש מ ן   ע ד ה
הארבעים ושלושה,ה א ר ב ע י ם   ו ש ל ו ש ה
שכונת אלביר,ש כ ו נ ת   א ל ב י ר
אשכר,א ש כ ר
אל-אמל,א ל - א מ ל
ש גב יהודה,ש   ג ב   י ה ו ד ה
אל בוח'ארי,א ל   ב ו ח ' א ר י
כולוניא,כ ו ל ו נ י א
חלוץ ב הרשפ,ח ל ו ץ   ב   ה ר ש פ
ברלינסון,ב ר ל י נ ס ו ן
זאב כהנוב,ז א ב   כ ה נ ו ב
רבי שלום שבזי,ר ב י   ש ל ו ם   ש ב ז י
בת מרים,ב ת   מ ר י ם
מעון חוף סלע,מ ע ו ן   ח ו ף   ס ל ע
ש אולגה ג,ש   א ו ל ג ה   ג
שכ גוואריש,ש כ   ג ו ו א ר י ש
ש עובדים חדש,ש   ע ו ב ד י ם   ח ד ש
פכה צ'אסה,פ כ ה   צ ' א ס ה
ירבלום מרק,י ר ב ל ו ם   מ ר ק
מעוז סמטה,מ ע ו ז   ס מ ט ה
אל נסאסרה,א ל   נ ס א ס ר ה
שכ אלחאלה,ש כ   א ל ח א ל ה
אל טירה,א ל   ט י ר ה
ש אגש דרומי,ש   א ג ש   ד ר ו מ י
פרג יאיר,פ ר ג   י א י ר
ארנים ב זלצ,א ר נ י ם   ב   ז ל צ
לוי יצחק שניאורסאהן,ל ו י   י צ ח ק   ש נ י א ו ר ס א ה ן
אגת שבו,א ג ת   ש ב ו
אוסבלדו ארניה,א ו ס ב ל ד ו   א ר נ י ה
חירבת ימה ש,ח י ר ב ת   י מ ה   ש
"אורן מ""ר","א ו ר ן   מ "" ר"
אזור תעשייה רסקו ב,א ז ו ר   ת ע ש י י ה   ר ס ק ו   ב
גזית דב,ג ז י ת   ד ב
אל קריה,א ל   ק ר י ה
הרב מימון משה,ה ר ב   מ י מ ו ן   מ ש ה
שכונה ז,ש כ ו נ ה   ז
שביל שונית,ש ב י ל   ש ו נ י ת
הנגיד שמואל,ה נ ג י ד   ש מ ו א ל
עקבאת שהדד,ע ק ב א ת   ש ה ד ד
עולי הגרדום,ע ו ל י   ה ג ר ד ו ם
לברט בן,ל ב ר ט   ב ן
צ'ילי,צ ' י ל י
אשכול בדולח,א ש כ ו ל   ב ד ו ל ח
אחוה ב דרעי,א ח ו ה   ב   ד ר ע י
עקיבא ברון,ע ק י ב א   ב ר ו ן
אל-מראבט,א ל - מ ר א ב ט
סגל מרדכי יואל,ס ג ל   מ ר ד כ י   י ו א ל
חצרות חולדה,ח צ ר ו ת   ח ו ל ד ה
אסתר סמ,א ס ת ר   ס מ
שד משה סנה,ש ד   מ ש ה   ס נ ה
דייר חנא,ד י י ר   ח נ א
האטד רמת אפעל,ה א ט ד   ר מ ת   א פ ע ל
שפירא איזי,ש פ י ר א   א י ז י
סמ שור,ס מ   ש ו ר
